0,1,2
6.5051E+17,raising,O
6.5051E+17,awareness,O
6.5051E+17,about,O
6.5051E+17,@,O
6.5051E+17,LillyPad,O
6.5051E+17,',O
6.5051E+17,s,O
6.5051E+17,side,O
6.5051E+17,-,O
6.5051E+17,effects,O
6.5051E+17,bomb,O
6.5051E+17,called,O
6.5051E+17,#,B-Drug
6.5051E+17,Cymbalta,I-Drug
6.50526E+17,This,O
6.50526E+17,#,B-Drug
6.50526E+17,Ritalin,I-Drug
6.50526E+17,is,O
6.50526E+17,just,O
6.50526E+17,to,O
6.50526E+17,help,O
6.50526E+17,you,O
6.50526E+17,focus,B-Symptom
6.50526E+17,better,O
6.50526E+17,.,O
6.50526E+17,#,O
6.50526E+17,LiesYourSchoolTaughtYou,O
6.50534E+17,Trying,O
6.50534E+17,to,O
6.50534E+17,sleep,B-Symptom
6.50534E+17,on,O
6.50534E+17,zoloft,B-Drug
6.50534E+17,is,O
6.50534E+17,basically,O
6.50534E+17,staring,O
6.50534E+17,at,O
6.50534E+17,the,O
6.50534E+17,wall,O
6.50534E+17,while,O
6.50534E+17,internally,O
6.50534E+17,screaming,O
6.50588E+17,Like,O
6.50588E+17,I,O
6.50588E+17,',O
6.50588E+17,m,O
6.50588E+17,so,O
6.50588E+17,wide,O
6.50588E+17,awake,O
6.50588E+17,I,O
6.50588E+17,probably,O
6.50588E+17,can,O
6.50588E+17,',O
6.50588E+17,t,O
6.50588E+17,fall,O
6.50588E+17,asleep,B-Symptom
6.50588E+17,w,O
6.50588E+17,/,O
6.50588E+17,o,O
6.50588E+17,trazodone,B-Drug
6.50588E+17,but,O
6.50588E+17,if,O
6.50588E+17,I,O
6.50588E+17,take,O
6.50588E+17,one,O
6.50588E+17,now,O
6.50588E+17,I,O
6.50588E+17,won,O
6.50588E+17,',O
6.50588E+17,t,O
6.50588E+17,be,B-Symptom
6.50588E+17,able,I-Symptom
6.50588E+17,to,I-Symptom
6.50588E+17,get,I-Symptom
6.50588E+17,up,I-Symptom
6.50588E+17,in,I-Symptom
6.50588E+17,the,I-Symptom
6.50588E+17,morning,I-Symptom
6.50588E+17,.,O
6.50798E+17,Men,O
6.50798E+17,with,O
6.50798E+17,prostate,O
6.50798E+17,cancer,O
6.50798E+17,in,O
6.50798E+17,England,O
6.50798E+17,are,O
6.50798E+17,being,O
6.50798E+17,denied,O
6.50798E+17,docetaxel,B-Drug
6.50798E+17,which,O
6.50798E+17,a,O
6.50798E+17,trial,O
6.50798E+17,suggests,O
6.50798E+17,can,O
6.50798E+17,give,O
6.50798E+17,patients,O
6.50798E+17,an,O
6.50798E+17,extra,O
6.50798E+17,22,O
6.50798E+17,months,O
6.50798E+17,of,O
6.50798E+17,life,O
6.50798E+17,.,O
6.50842E+17,When,O
6.50842E+17,the,O
6.50842E+17,doctors,O
6.50842E+17,give,O
6.50842E+17,you,O
6.50842E+17,a,O
6.50842E+17,cortisone,B-Drug
6.50842E+17,shot,O
6.50842E+17,to,O
6.50842E+17,make,O
6.50842E+17,you,O
6.50842E+17,feel,O
6.50842E+17,better,O
6.50842E+17,",",O
6.50842E+17,but,O
6.50842E+17,you,O
6.50842E+17,only,O
6.50842E+17,feel,O
6.50842E+17,10x,O
6.50842E+17,worse,O
6.50842E+17,after,O
6.50842E+17,😭,O
6.50887E+17,Started,O
6.50887E+17,seeing,O
6.50887E+17,a,O
6.50887E+17,psychiatrist,O
6.50887E+17,again,O
6.50887E+17,on,O
6.50887E+17,Oct,O
6.50887E+17,2,O
6.50887E+17,&,O
6.50887E+17,amp,O
6.50887E+17,;,O
6.50887E+17,I,O
6.50887E+17,',O
6.50887E+17,m,O
6.50887E+17,on,O
6.50887E+17,Seroquel,B-Drug
6.50887E+17,again,O
6.50887E+17,",",O
6.50887E+17,Gotta,O
6.50887E+17,get,O
6.50887E+17,used,O
6.50887E+17,to,O
6.50887E+17,it,O
6.50887E+17,bc,O
6.50887E+17,it,O
6.50887E+17,has,O
6.50887E+17,been,O
6.50887E+17,knocking,O
6.50887E+17,me,O
6.50887E+17,the,O
6.50887E+17,fuck,O
6.50887E+17,out,O
6.50887E+17,#,O
6.50887E+17,Crazy,O
6.50887E+17,.,O
6.50927E+17,My,O
6.50927E+17,knee,B-Symptom
6.50927E+17,',I-Symptom
6.50927E+17,s,I-Symptom
6.50927E+17,been,I-Symptom
6.50927E+17,bothering,I-Symptom
6.50927E+17,me,O
6.50927E+17,the,O
6.50927E+17,last,O
6.50927E+17,couple,O
6.50927E+17,days,O
6.50927E+17,although,O
6.50927E+17,I,O
6.50927E+17,recently,O
6.50927E+17,got,O
6.50927E+17,a,O
6.50927E+17,cortisone,B-Drug
6.50927E+17,shot,O
6.50927E+17,in,O
6.50927E+17,it,O
6.50927E+17,-,O
6.50927E+17,hoping,O
6.50927E+17,it,O
6.50927E+17,feels,O
6.50927E+17,better,O
6.50927E+17,by,O
6.50927E+17,tomorrow,O
6.50927E+17,-,O
6.50927E+17,😟,O
6.50927E+17,😞,O
6.50955E+17,I,O
6.50955E+17,need,O
6.50955E+17,to,O
6.50955E+17,see,O
6.50955E+17,my,O
6.50955E+17,Orthopedist,O
6.50955E+17,&,O
6.50955E+17,amp,O
6.50955E+17,;,O
6.50955E+17,get,O
6.50955E+17,a,O
6.50955E+17,Cortisone,B-Drug
6.50955E+17,shot,O
6.50955E+17,😭,O
6.50955E+17,it,O
6.50955E+17,',O
6.50955E+17,s,O
6.50955E+17,getting,O
6.50955E+17,cold,O
6.50955E+17,&,O
6.50955E+17,amp,O
6.50955E+17,;,O
6.50955E+17,this,O
6.50955E+17,rain,O
6.50955E+17,got,O
6.50955E+17,my,O
6.50955E+17,knee,B-Symptom
6.50955E+17,aching,I-Symptom
6.50955E+17,like,O
6.50955E+17,a,O
6.50955E+17,mf,O
6.50958E+17,Severe,O
6.50958E+17,topiramate,B-Drug
6.50958E+17,-,O
6.50958E+17,associated,O
6.50958E+17,hyperthermia,B-Symptom
6.50958E+17,resulting,O
6.50958E+17,in,O
6.50958E+17,persistent,O
6.50958E+17,neurological,O
6.50958E+17,dysfunction,O
6.50958E+17,.,O
6.50962E+17,As,O
6.50962E+17,a,O
6.50962E+17,daily,O
6.50962E+17,#,B-Drug
6.50962E+17,modafinil,I-Drug
6.50962E+17,user,O
6.50962E+17,(,O
6.50962E+17,for,O
6.50962E+17,a,O
6.50962E+17,sleep,O
6.50962E+17,disorder,O
6.50962E+17,),O
6.50962E+17,I,O
6.50962E+17,keep,O
6.50962E+17,an,O
6.50962E+17,eye,O
6.50962E+17,on,O
6.50962E+17,headlines,O
6.50962E+17,like,O
6.50962E+17,that,O
6.50962E+17,.,O
6.50962E+17,Doesn,O
6.50962E+17,',O
6.50962E+17,t,O
6.50962E+17,seem,O
6.50962E+17,get,O
6.50962E+17,much,O
6.50962E+17,attention,O
6.50962E+17,in,O
6.50962E+17,Australia,O
6.50962E+17,though,O
6.50962E+17,?,O
6.50994E+17,The,O
6.50994E+17,@,O
6.50994E+17,LabileStudy,O
6.50994E+17,is,O
6.50994E+17,a,O
6.50994E+17,clinical,O
6.50994E+17,trial,O
6.50994E+17,of,O
6.50994E+17,lamotrigine,B-Drug
6.50994E+17,versus,O
6.50994E+17,placebo,O
6.50994E+17,for,O
6.50994E+17,people,O
6.50994E+17,with,O
6.50994E+17,borderline,O
6.50994E+17,personality,O
6.50994E+17,disorder,O
6.50994E+17,.,O
6.50997E+17,#,O
6.50997E+17,QandA,O
6.50997E+17,Yet,O
6.50997E+17,we,O
6.50997E+17,still,O
6.50997E+17,prescribe,O
6.50997E+17,medications,O
6.50997E+17,to,O
6.50997E+17,kids,O
6.50997E+17,like,O
6.50997E+17,Singulair,B-Drug
6.50997E+17,(,O
6.50997E+17,Montelukast,B-Drug
6.50997E+17,),O
6.50997E+17,that,O
6.50997E+17,cause,O
6.50997E+17,neuropsychiatric,O
6.50997E+17,side,O
6.50997E+17,effects,O
6.50997E+17,including,O
6.50997E+17,suicide,B-Symptom
6.50997E+17,#,O
6.50997E+17,QandA,O
6.50997E+17,More,O
6.50997E+17,research,O
6.50997E+17,needs,O
6.50997E+17,to,O
6.50997E+17,be,O
6.50997E+17,done,O
6.50997E+17,in,O
6.50997E+17,regards,O
6.50997E+17,to,O
6.50997E+17,asthma,B-Disease
6.50997E+17,med,O
6.50997E+17,.,O
6.50997E+17,Singulair,B-Drug
6.50997E+17,(,O
6.50997E+17,Montelukast,B-Drug
6.50997E+17,),O
6.50997E+17,which,O
6.50997E+17,causes,O
6.50997E+17,neuropsychiatric,O
6.50997E+17,side,O
6.50997E+17,effects,O
6.50997E+17,in,O
6.50997E+17,kids,O
6.50997E+17,!,O
6.52083E+17,dang,O
6.52083E+17,I,O
6.52083E+17,wish,O
6.52083E+17,my,O
6.52083E+17,psychiatrist,O
6.52083E+17,had,O
6.52083E+17,told,O
6.52083E+17,me,O
6.52083E+17,that,O
6.52083E+17,effexor,B-Drug
6.52083E+17,withdrawals,B-Symptom
6.52083E+17,are,O
6.52083E+17,really,O
6.52083E+17,intense,O
6.52083E+17,and,O
6.52083E+17,horrible,O
6.52083E+17,and,O
6.52083E+17,kick,O
6.52083E+17,in,O
6.52083E+17,after,O
6.52083E+17,like,O
6.52083E+17,one,O
6.52083E+17,missed,O
6.52083E+17,dose,O
6.52145E+17,@,O
6.52145E+17,_,O
6.52145E+17,katanakaji,O
6.52145E+17,"""",O
6.52145E+17,trazodone,B-Drug
6.52145E+17,.,O
6.52145E+17,.,O
6.52145E+17,.,O
6.52145E+17,uhmm,O
6.52145E+17,well,O
6.52145E+17,",",O
6.52145E+17,just,O
6.52145E+17,pretend,O
6.52145E+17,that,O
6.52145E+17,a,O
6.52145E+17,magical,O
6.52145E+17,pills,O
6.52145E+17,to,O
6.52145E+17,ease,O
6.52145E+17,your,O
6.52145E+17,insomnia,O
6.52145E+17,",",O
6.52145E+17,"""",O
6.52145E+17,she,O
6.52145E+17,smiles,O
6.52145E+17,awkwardly,O
6.52145E+17,.,O
6.52208E+17,Tapering,O
6.52208E+17,off,O
6.52208E+17,lamictal,B-Drug
6.52208E+17,and,O
6.52208E+17,onto,O
6.52208E+17,zyprexa,B-Drug
6.52208E+17,.,O
6.52208E+17,From,O
6.52208E+17,a,O
6.52208E+17,mood,O
6.52208E+17,stabilizer,O
6.52208E+17,going,O
6.52208E+17,onto,O
6.52208E+17,an,O
6.52208E+17,antipsychotic,O
6.52208E+17,.,O
6.52208E+17,Joy,O
6.52208E+17,.,O
6.52208E+17,I,O
6.52208E+17,',O
6.52208E+17,m,O
6.52208E+17,fucking,O
6.52208E+17,crazy,O
6.52208E+17,.,O
6.52208E+17,-,O
6.52208E+17,.,O
6.52208E+17,-,O
6.5221E+17,A,O
6.5221E+17,shoo,O
6.5221E+17,-,O
6.5221E+17,in,O
6.5221E+17,for,O
6.5221E+17,$,O
6.5221E+17,CTMX,O
6.5221E+17,=,O
6.5221E+17,license,O
6.5221E+17,Probody,O
6.5221E+17,tech,O
6.5221E+17,to,O
6.5221E+17,Roche,O
6.5221E+17,and,O
6.5221E+17,let,O
6.5221E+17,them,O
6.5221E+17,put,O
6.5221E+17,on,O
6.5221E+17,Avastin,B-Drug
6.5221E+17,/,O
6.5221E+17,Herceptin,O
6.5221E+17,to,O
6.5221E+17,stop,O
6.5221E+17,bowel,B-Symptom
6.5221E+17,perforation,I-Symptom
6.5221E+17,/,O
6.5221E+17,heart,O
6.5221E+17,issues,O
6.5221E+17,.,O
6.5221E+17,No,O
6.5221E+17,?,O
6.5221E+17,$,O
6.5221E+17,$,O
6.52211E+17,Gotta,O
6.52211E+17,try,O
6.52211E+17,some,O
6.52211E+17,modafinil,B-Drug
6.52211E+17,and,O
6.52211E+17,see,O
6.52211E+17,if,O
6.52211E+17,it,O
6.52211E+17,will,O
6.52211E+17,make,O
6.52211E+17,me,O
6.52211E+17,concentrate,B-Symptom
6.52211E+17,for,O
6.52211E+17,once,O
6.52231E+17,There,O
6.52231E+17,',O
6.52231E+17,s,O
6.52231E+17,not,O
6.52231E+17,enough,O
6.52231E+17,Effexor,B-Drug
6.52231E+17,in,O
6.52231E+17,the,O
6.52231E+17,world,O
6.52231E+17,to,O
6.52231E+17,deal,O
6.52231E+17,with,O
6.52231E+17,the,O
6.52231E+17,anxiety,B-Symptom
6.52231E+17,in,O
6.52231E+17,this,O
6.52231E+17,park,O
6.52231E+17,.,O
6.52235E+17,Which,O
6.52235E+17,anticonvulsant,B-Symptom
6.52235E+17,is,O
6.52235E+17,safe,O
6.52235E+17,during,O
6.52235E+17,pregnancy,O
6.52235E+17,?,O
6.52235E+17,?,O
6.52235E+17,Answer,O
6.52235E+17,:,O
6.52235E+17,Carbamazepine,B-Drug
6.52252E+17,Just,O
6.52252E+17,remembered,O
6.52252E+17,that,O
6.52252E+17,the,O
6.52252E+17,last,O
6.52252E+17,time,O
6.52252E+17,I,O
6.52252E+17,went,O
6.52252E+17,to,O
6.52252E+17,the,O
6.52252E+17,doctor,O
6.52252E+17,they,O
6.52252E+17,had,O
6.52252E+17,to,O
6.52252E+17,ask,O
6.52252E+17,me,O
6.52252E+17,if,O
6.52252E+17,I,O
6.52252E+17,was,O
6.52252E+17,depressed,B-Disease
6.52252E+17,.,O
6.52252E+17,Bitch,O
6.52252E+17,no,O
6.52252E+17,",",O
6.52252E+17,and,O
6.52252E+17,if,O
6.52252E+17,I,O
6.52252E+17,was,O
6.52252E+17,Cymbalta,B-Drug
6.52252E+17,would,O
6.52252E+17,help,O
6.52252E+17,😒,O
6.52262E+17,Took,O
6.52262E+17,a,O
6.52262E+17,trazodone,B-Drug
6.52262E+17,to,B-Symptom
6.52262E+17,sleep,I-Symptom
6.52262E+17,after,O
6.52262E+17,waking,O
6.52262E+17,up,O
6.52262E+17,at,O
6.52262E+17,5am,O
6.52262E+17,.,O
6.52262E+17,Hence,O
6.52262E+17,I,B-Symptom
6.52262E+17,',I-Symptom
6.52262E+17,ve,I-Symptom
6.52262E+17,slept,I-Symptom
6.52262E+17,all,I-Symptom
6.52262E+17,day,I-Symptom
6.52262E+17,.,O
6.52262E+17,Up,O
6.52262E+17,side,O
6.52262E+17,",",O
6.52262E+17,@,O
6.52262E+17,jshecket,O
6.52262E+17,and,O
6.52262E+17,I,O
6.52262E+17,saved,O
6.52262E+17,Tokyo,O
6.52262E+17,.,O
6.52262E+17,#,O
6.52262E+17,DreamsAreWeird,O
6.52268E+17,I,O
6.52268E+17,don,O
6.52268E+17,',O
6.52268E+17,t,O
6.52268E+17,feel,O
6.52268E+17,good,O
6.52268E+17,.,O
6.52268E+17,No,O
6.52268E+17,fucking,O
6.52268E+17,appetite,O
6.52268E+17,.,O
6.52268E+17,Stupid,O
6.52268E+17,Vyvanse,B-Drug
6.52268E+17,!,O
6.52272E+17,Patient,O
6.52272E+17,states,O
6.52272E+17,she,O
6.52272E+17,has,O
6.52272E+17,an,O
6.52272E+17,allergy,O
6.52272E+17,to,O
6.52272E+17,Lisinopril,B-Drug
6.52272E+17,The,O
6.52272E+17,listed,O
6.52272E+17,reaction,O
6.52272E+17,?,O
6.52272E+17,Cough,B-Symptom
6.52272E+17,THAT,O
6.52272E+17,',O
6.52272E+17,S,O
6.52272E+17,EXPECTED,O
6.52272E+17,WITH,O
6.52272E+17,ACE,O
6.52272E+17,INHIBITORS,O
6.52272E+17,!,O
6.52272E+17,THAT,O
6.52272E+17,',O
6.52272E+17,S,O
6.52272E+17,NOT,O
6.52272E+17,AN,O
6.52272E+17,ALLERGY,O
6.52272E+17,!,O
6.52272E+17,😠,O
6.52306E+17,Fuck,O
6.52306E+17,topamax,B-Drug
6.52306E+17,",",O
6.52306E+17,for,O
6.52306E+17,real,O
6.52306E+17,.,O
6.52306E+17,I,O
6.52306E+17,took,O
6.52306E+17,one,O
6.52306E+17,for,O
6.52306E+17,the,O
6.52306E+17,first,O
6.52306E+17,time,O
6.52306E+17,in,O
6.52306E+17,like,O
6.52306E+17,a,O
6.52306E+17,year,O
6.52306E+17,to,O
6.52306E+17,try,O
6.52306E+17,to,O
6.52306E+17,break,O
6.52306E+17,this,O
6.52306E+17,series,O
6.52306E+17,of,O
6.52306E+17,headaches,B-Symptom
6.52306E+17,and,O
6.52306E+17,it,O
6.52306E+17,screwed,O
6.52306E+17,me,O
6.52306E+17,up,O
6.52306E+17,.,O
6.52349E+17,tried,O
6.52349E+17,to,O
6.52349E+17,wean,O
6.52349E+17,myself,O
6.52349E+17,off,O
6.52349E+17,of,O
6.52349E+17,singulair,B-Drug
6.52349E+17,to,O
6.52349E+17,save,O
6.52349E+17,money,O
6.52349E+17,but,O
6.52349E+17,I,O
6.52349E+17,still,O
6.52349E+17,can,O
6.52349E+17,',O
6.52349E+17,t,O
6.52349E+17,breathe,B-Symptom
6.52349E+17,#,O
6.52349E+17,lol,O
6.52349E+17,#,O
6.52349E+17,haha,O
6.52349E+17,#,O
6.52349E+17,Capitalism,O
6.52356E+17,Taken,O
6.52356E+17,#,O
6.52356E+17,lyrica,O
6.52356E+17,#,B-Drug
6.52356E+17,lamictal,I-Drug
6.52356E+17,#,O
6.52356E+17,neurontin,O
6.52356E+17,#,B-Drug
6.52356E+17,topamax,I-Drug
6.52356E+17,4,O
6.52356E+17,diabetic,O
6.52356E+17,neuropathy,O
6.52356E+17,.,O
6.52356E+17,Had,O
6.52356E+17,2,O
6.52356E+17,go,O
6.52356E+17,2ER,O
6.52356E+17,while,O
6.52356E+17,on,O
6.52356E+17,topamax,O
6.52356E+17,.,O
6.52356E+17,#,O
6.52356E+17,sickAsADog,O
6.52356E+17,|,O
6.52356E+17,#,O
6.52356E+17,neurontin,O
6.52356E+17,also,O
6.52356E+17,made,O
6.52356E+17,me,O
6.52356E+17,ILL,O
6.5236E+17,FQ,O
6.5236E+17,antibiotics,O
6.5236E+17,like,O
6.5236E+17,Cipro,O
6.5236E+17,",",O
6.5236E+17,Levaquin,B-Drug
6.5236E+17,",",O
6.5236E+17,Avelox,B-Drug
6.5236E+17,",",O
6.5236E+17,Noroxin,O
6.5236E+17,",",O
6.5236E+17,Floxin,O
6.5236E+17,and,O
6.5236E+17,Factive,O
6.5236E+17,can,O
6.5236E+17,have,O
6.5236E+17,major,O
6.5236E+17,side,O
6.5236E+17,affects,O
6.5236E+17,-,O
6.5236E+17,#,O
6.5236E+17,peripheral,O
6.5236E+17,#,O
6.5236E+17,neuropathy,O
6.5236E+17,and,O
6.5236E+17,more,O
6.5236E+17,.,O
6.5236E+17,.,O
6.5236E+17,.,O
6.52366E+17,The,O
6.52366E+17,Dr,O
6.52366E+17,put,O
6.52366E+17,me,O
6.52366E+17,on,O
6.52366E+17,topamax,B-Drug
6.52366E+17,for,O
6.52366E+17,migraines,O
6.52366E+17,and,O
6.52366E+17,I,O
6.52366E+17,',O
6.52366E+17,m,O
6.52366E+17,reading,O
6.52366E+17,about,O
6.52366E+17,the,O
6.52366E+17,weight,B-Symptom
6.52366E+17,loss,I-Symptom
6.52366E+17,it,O
6.52366E+17,causes,O
6.52366E+17,.,O
6.52366E+17,.,O
6.52366E+17,.,O
6.52366E+17,.,O
6.52366E+17,I,O
6.52366E+17,LOVE,O
6.52366E+17,THIS,O
6.52366E+17,MAN,O
6.52366E+17,!,O
6.52366E+17,#,O
6.52366E+17,hollywoodSkinnyHereICome,O
6.52366E+17,!,O
6.52366E+17,!,O
6.52366E+17,!,O
6.52366E+17,!,O
6.52366E+17,!,O
6.52366E+17,!,O
6.52388E+17,Rly,O
6.52388E+17,getting,O
6.52388E+17,sick,O
6.52388E+17,of,O
6.52388E+17,not,O
6.52388E+17,being,O
6.52388E+17,able,O
6.52388E+17,to,O
6.52388E+17,sleep,B-Symptom
6.52388E+17,because,O
6.52388E+17,of,O
6.52388E+17,my,O
6.52388E+17,vyvanse,B-Drug
6.52418E+17,I,O
6.52418E+17,',O
6.52418E+17,m,O
6.52418E+17,a,O
6.52418E+17,dizzy,B-Symptom
6.52418E+17,nauseous,B-Symptom
6.52418E+17,mess,O
6.52418E+17,and,O
6.52418E+17,it,O
6.52418E+17,looks,O
6.52418E+17,like,O
6.52418E+17,I,O
6.52418E+17,',O
6.52418E+17,m,O
6.52418E+17,at,O
6.52418E+17,the,O
6.52418E+17,charitable,O
6.52418E+17,end,O
6.52418E+17,of,O
6.52418E+17,the,O
6.52418E+17,effexor,B-Drug
6.52418E+17,withdrawal,O
6.52418E+17,scale,O
6.52481E+17,Topamax,B-Drug
6.52481E+17,taken,O
6.52481E+17,during,O
6.52481E+17,pregnancy,O
6.52481E+17,can,O
6.52481E+17,cause,O
6.52481E+17,birth,B-Symptom
6.52481E+17,defects,I-Symptom
6.52481E+17,~,O
6.52481E+17,heart,O
6.52481E+17,/,O
6.52481E+17,lung,O
6.52481E+17,/,O
6.52481E+17,brain,O
6.52481E+17,abnormalities,O
6.52481E+17,cleft,B-Symptom
6.52481E+17,palate,I-Symptom
6.52481E+17,cleft,B-Symptom
6.52481E+17,lip,I-Symptom
6.52481E+17,other,O
6.52481E+17,serious,O
6.52481E+17,health,O
6.52481E+17,problems,O
6.52489E+17,A,O
6.52489E+17,New,O
6.52489E+17,York,O
6.52489E+17,Times,O
6.52489E+17,story,O
6.52489E+17,in,O
6.52489E+17,March,O
6.52489E+17,2011,O
6.52489E+17,detailed,O
6.52489E+17,FDA,O
6.52489E+17,warnings,O
6.52489E+17,of,O
6.52489E+17,Topamax,B-Drug
6.52489E+17,raising,O
6.52489E+17,the,O
6.52489E+17,risk,O
6.52489E+17,of,O
6.52489E+17,birth,B-Symptom
6.52489E+17,defects,I-Symptom
6.52489E+17,.,O
6.52489E+17,1,O
6.52489E+17,.,O
6.52489E+17,713,O
6.52489E+17,.,O
6.52489E+17,238,O
6.52489E+17,.,O
6.52489E+17,7758,O
6.525E+17,Oland,O
6.525E+17,was,O
6.525E+17,taking,O
6.525E+17,Paxil,B-Drug
6.525E+17,for,O
6.525E+17,anxiety,B-Symptom
6.525E+17,?,O
6.525E+17,That,O
6.525E+17,was,O
6.525E+17,suggested,O
6.525E+17,",",O
6.525E+17,says,O
6.525E+17,Naseemuddin,O
6.525E+17,.,O
6.525E+17,And,O
6.525E+17,aspirin,O
6.525E+17,?,O
6.525E+17,Don,O
6.525E+17,',O
6.525E+17,t,O
6.525E+17,know,O
6.525E+17,about,O
6.525E+17,that,O
6.525E+17,.,O
6.52505E+17,Better,O
6.52505E+17,control,O
6.52505E+17,of,O
6.52505E+17,nausea,B-Symptom
6.52505E+17,and,O
6.52505E+17,vomiting,B-Symptom
6.52505E+17,with,O
6.52505E+17,olanzapine,B-Drug
6.52505E+17,(,O
6.52505E+17,plus,O
6.52505E+17,aprepitant,O
6.52505E+17,",",O
6.52505E+17,dexamethasone,O
6.52505E+17,",",O
6.52505E+17,and,O
6.52505E+17,a,O
6.52505E+17,5HT3,O
6.52505E+17,),O
6.52505E+17,with,O
6.52505E+17,highly,O
6.52505E+17,emetogenic,O
6.52505E+17,chemo,O
6.52505E+17,.,O
6.52505E+17,#,O
6.52505E+17,pallonc,O
6.52508E+17,Note,O
6.52508E+17,that,O
6.52508E+17,olanzapine,B-Drug
6.52508E+17,for,O
6.52508E+17,CINV,B-Symptom
6.52508E+17,is,O
6.52508E+17,not,O
6.52508E+17,FDA,O
6.52508E+17,approved,O
6.52508E+17,for,O
6.52508E+17,that,O
6.52508E+17,indication,O
6.52508E+17,#,O
6.52508E+17,pallonc,O
6.52512E+17,Having,O
6.52512E+17,a,O
6.52512E+17,kid,O
6.52512E+17,w,O
6.52512E+17,/,O
6.52512E+17,ADHD,O
6.52512E+17,most,O
6.52512E+17,likely,O
6.52512E+17,keeps,O
6.52512E+17,me,O
6.52512E+17,humble,O
6.52512E+17,",",O
6.52512E+17,will,O
6.52512E+17,never,O
6.52512E+17,do,O
6.52512E+17,long,O
6.52512E+17,acting,O
6.52512E+17,Ritalin,B-Drug
6.52512E+17,again,O
6.52512E+17,",",O
6.52512E+17,pure,O
6.52512E+17,disaster,O
6.52512E+17,!,O
6.52512E+17,!,O
6.52522E+17,Yay,O
6.52522E+17,!,O
6.52522E+17,My,O
6.52522E+17,doctor,O
6.52522E+17,put,O
6.52522E+17,me,O
6.52522E+17,back,O
6.52522E+17,#,B-Drug
6.52522E+17,Geodon,I-Drug
6.52522E+17,but,O
6.52522E+17,kept,O
6.52522E+17,#,B-Drug
6.52522E+17,Seroquel,I-Drug
6.52522E+17,as,O
6.52522E+17,well,O
6.52522E+17,.,O
6.52522E+17,Now,O
6.52522E+17,I,O
6.52522E+17,',O
6.52522E+17,m,O
6.52522E+17,on,O
6.52522E+17,7,O
6.52522E+17,psych,O
6.52522E+17,meds,O
6.52522E+17,.,O
6.52522E+17,Most,O
6.52522E+17,ever,O
6.52522E+17,.,O
6.52522E+17,Ugh,O
6.52522E+17,.,O
6.52522E+17,#,B-Disease
6.52522E+17,bipolar,I-Disease
6.52522E+17,#,B-Disease
6.52522E+17,PTSD,I-Disease
6.52522E+17,#,O
6.52522E+17,mentalhealth,O
6.52585E+17,Fluoxetine,B-Drug
6.52585E+17,hasn,O
6.52585E+17,',O
6.52585E+17,t,O
6.52585E+17,made,O
6.52585E+17,me,O
6.52585E+17,drowsy,B-Symptom
6.52585E+17,at,O
6.52585E+17,all,O
6.52585E+17,yet,O
6.52585E+17,like,O
6.52585E+17,sertraline,B-Drug
6.52585E+17,did,O
6.52585E+17,I,O
6.52585E+17,love,O
6.52654E+17,Ugggh,O
6.52654E+17,#,O
6.52654E+17,migraine,O
6.52654E+17,sucks,O
6.52654E+17,.,O
6.52654E+17,First,O
6.52654E+17,one,O
6.52654E+17,I,O
6.52654E+17,',O
6.52654E+17,ve,O
6.52654E+17,had,O
6.52654E+17,since,O
6.52654E+17,the,O
6.52654E+17,#,B-Drug
6.52654E+17,topamax,I-Drug
6.52654E+17,though,O
6.52654E+17,",",O
6.52654E+17,so,O
6.52654E+17,I,O
6.52654E+17,can,O
6.52654E+17,',O
6.52654E+17,t,O
6.52654E+17,complain,O
6.52654E+17,too,O
6.52654E+17,much,O
6.52654E+17,.,O
6.52654E+17,It,O
6.52654E+17,',O
6.52654E+17,s,O
6.52654E+17,been,O
6.52654E+17,working,O
6.52654E+17,great,O
6.52654E+17,.,O
6.52679E+17,Normally,O
6.52679E+17,singulair,B-Drug
6.52679E+17,doesn,O
6.52679E+17,',O
6.52679E+17,t,O
6.52679E+17,effect,O
6.52679E+17,my,O
6.52679E+17,moods,O
6.52679E+17,but,O
6.52679E+17,since,O
6.52679E+17,I,O
6.52679E+17,',O
6.52679E+17,ve,O
6.52679E+17,been,O
6.52679E+17,feeling,O
6.52679E+17,upset,O
6.52679E+17,after,O
6.52679E+17,a,O
6.52679E+17,recent,O
6.52679E+17,argument,O
6.52679E+17,",",O
6.52679E+17,its,O
6.52679E+17,making,O
6.52679E+17,depressed,B-Symptom
6.52689E+17,Thank,O
6.52689E+17,God,O
6.52689E+17,",",O
6.52689E+17,I,O
6.52689E+17,got,O
6.52689E+17,one,O
6.52689E+17,of,O
6.52689E+17,this,O
6.52689E+17,last,O
6.52689E+17,night,O
6.52689E+17,kenalog,B-Drug
6.52689E+17,SWEAR,O
6.52689E+17,I,O
6.52689E+17,woke,O
6.52689E+17,up,O
6.52689E+17,I,O
6.52689E+17,feel,B-Symptom
6.52689E+17,more,I-Symptom
6.52689E+17,Hot,I-Symptom
6.52689E+17,!,O
6.52689E+17,😋,O
6.52689E+17,I,O
6.52689E+17,try,O
6.52689E+17,2tell,O
6.52689E+17,someone,O
6.52689E+17,i,O
6.52689E+17,dont,O
6.52689E+17,feel,O
6.52689E+17,good,O
6.52689E+17,But,O
6.52689E+17,No,O
6.52689E+17,one,O
6.52689E+17,give,O
6.52689E+17,a,O
